"bounds","text","package","resource_id","clazz","content_desc","aa_center_x","aa_center_y","aa_area","aa_width","aa_height","aa_start_x","aa_start_y","aa_end_x","aa_end_y","aa_is_square","aa_w_h_relation","checkable","checked","clickable","enabled","focusable","focused","index","long_clickable","password","scrollable","selected","naf"
"[0,0][0,0]","2.30","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","3.00","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","1","0","0","0","0","0"
"[0,0][0,0]","3.50","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","2","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","2","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","15","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","Itália","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","1","0","0","0","0","0"
"[0,0][0,0]","1","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","1","0","0","0","0","0"
"[0,0][0,0]","X","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","2","0","0","0","0","0"
"[0,0][0,0]","2","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","3","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","16","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","1","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","Juve%20Stabia%20Home%202024-25","com.android.chrome","","android.widget.Image","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","Juve","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","1","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","1","0","0","0","0","0"
"[0,0][0,0]","sudtirol%20home%2024%2025","com.android.chrome","","android.widget.Image","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","Sudtirol","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","1","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","1","0","0","0","0","0"
"[0,0][0,0]","43:04","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","2","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","1","1","0","0","3","0","0","0","0","1"
"[0,0][0,0]","1","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","4","0","0","0","0","0"
"[0,0][0,0]","0","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","5","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","1","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","1.25","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","4.75","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","1","0","0","0","0","0"
"[0,0][0,0]","17.00","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","2","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","2","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","17","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","Alemanha","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","1","0","0","0","0","0"
"[0,0][0,0]","1","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","1","0","0","0","0","0"
"[0,0][0,0]","X","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","2","0","0","0","0","0"
"[0,0][0,0]","2","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","3","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","18","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","1","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","VfB%20Stuttgart%20Home%2024-25","com.android.chrome","","android.widget.Image","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","VfB","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","1","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","1","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.widget.Image","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","Union","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","1","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","1","0","0","0","0","0"
"[0,0][0,0]","45:18","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","2","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","1","1","0","0","3","0","0","0","0","1"
"[0,0][0,0]","0","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","4","0","0","0","0","0"
"[0,0][0,0]","1","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","5","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","1","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","5.50","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","3.25","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","1","0","0","0","0","0"
"[0,0][0,0]","1.72","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","2","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","2","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","19","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","França","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","1","0","0","0","0","0"
"[0,0][0,0]","1","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","1","0","0","0","0","0"
"[0,0][0,0]","X","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","2","0","0","0","0","0"
"[0,0][0,0]","2","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","3","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","20","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","1","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","Auxerre%20Home%2024-25","com.android.chrome","","android.widget.Image","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","Auxerre","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","1","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","1","0","0","0","0","0"
"[0,0][0,0]","PSG%20Third%2024_25%20(2)","com.android.chrome","","android.widget.Image","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","PSG","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","1","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","1","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","1","1","0","0","2","0","0","0","0","1"
"[0,0][0,0]","0","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","3","0","0","0","0","0"
"[0,0][0,0]","0","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","4","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","1","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","9.50","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","5.00","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","1","0","0","0","0","0"
"[0,0][0,0]","1.33","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","2","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","2","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","21","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","França","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","1","0","0","0","0","0"
"[0,0][0,0]","1","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","1","0","0","0","0","0"
"[0,0][0,0]","X","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","2","0","0","0","0","0"
"[0,0][0,0]","2","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","3","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","22","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","1","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","Annecy%20Home%202024-25","com.android.chrome","","android.widget.Image","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","Annecy","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","1","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","1","0","0","0","0","0"
"[0,0][0,0]","Clermont%20Foot%20Away%2024-25","com.android.chrome","","android.widget.Image","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","Clermont","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","1","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","1","0","0","0","0","0"
"[0,0][0,0]","55:31","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","2","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","1","1","0","0","3","0","0","0","0","1"
"[0,0][0,0]","1","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","4","0","0","0","0","0"
"[0,0][0,0]","0","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","5","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","1","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","1.36","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","4.00","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","1","0","0","0","0","0"
"[0,0][0,0]","11.00","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","2","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","2","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","1","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","1","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","Laval%20Home%2024-25","com.android.chrome","","android.widget.Image","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","Laval","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","1","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","1","0","0","0","0","0"
"[0,0][0,0]","Caen%20Away%2024-25","com.android.chrome","","android.widget.Image","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","Caen","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","1","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","1","0","0","0","0","0"
"[0,0][0,0]","58:25","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","2","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","1","1","0","0","3","0","0","0","0","1"
"[0,0][0,0]","1","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","4","0","0","0","0","0"
"[0,0][0,0]","0","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","5","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","1","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","1.36","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","4.00","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","1","0","0","0","0","0"
"[0,0][0,0]","11.00","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","2","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","2","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","2","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","1","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","Lorient%20Home%2024-25","com.android.chrome","","android.widget.Image","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","Lorient","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","1","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","1","0","0","0","0","0"
"[0,0][0,0]","Troyes%20Away%2024-25","com.android.chrome","","android.widget.Image","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","Troyes","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","1","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","1","0","0","0","0","0"
"[0,0][0,0]","58:06","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","2","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","1","1","0","0","3","0","0","0","0","1"
"[0,0][0,0]","1","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","4","0","0","0","0","0"
"[0,0][0,0]","0","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","5","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","1","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","1.12","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","6.50","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","1","0","0","0","0","0"
"[0,0][0,0]","26.00","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","2","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","2","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","3","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","1","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
"[0,0][0,0]","","com.android.chrome","","android.view.View","","0","0","0","0","0","0","0","0","0","1","0.000000","0","0","0","1","0","0","0","0","0","0","0","0"
